t y
0.0 2.4084629257949586
0.08163265306122448 2.3018576676971154
0.16326530612244897 2.105096213494142
0.24489795918367346 1.8589191838474293
0.32653061224489793 1.7297063083908706
0.4081632653061224 1.6020511617569917
0.4897959183673469 1.5769676721451424
0.5714285714285714 1.2446812871349908
0.6530612244897959 1.1048142759015596
0.7346938775510203 0.9367457415176085
0.8163265306122448 0.6306768821549253
0.8979591836734693 0.7111122259885703
0.9795918367346939 0.6232093744966966
1.0612244897959182 0.778342042859761
1.1428571428571428 0.4381123836845176
1.2244897959183672 0.42237378189169017
1.3061224489795917 0.3321932880573045
1.3877551020408163 0.16987857273462026
1.4693877551020407 0.3588580745845412
1.5510204081632653 0.28352057439433076
1.6326530612244896 0.2563499919618185
1.7142857142857142 0.05971574742512731
1.7959183673469385 0.26822328705228554
1.8775510204081631 -0.031606529441775
1.9591836734693877 0.15077358369885427
2.0408163265306123 0.2971065463627434
2.1224489795918364 -0.03291231697256207
2.204081632653061 -0.0006091544775439911
2.2857142857142856 0.05739850888601224
2.36734693877551 -0.010196024619188476
2.4489795918367343 -0.12108656952815294
2.530612244897959 0.03560737053358105
2.6122448979591835 -0.0819074408903783
2.693877551020408 0.06793316055882463
2.7755102040816326 -0.07454172541661026
2.8571428571428568 0.16970886578206676
2.9387755102040813 -0.06588184428835096
3.020408163265306 -0.021684591152734155
3.1020408163265305 0.09024766422111827
3.1836734693877546 -0.11556533021589795
3.265306122448979 0.029104454597025164
3.346938775510204 0.13608962552773324
3.4285714285714284 -0.15620422210676516
3.510204081632653 0.022304682095097422
3.591836734693877 0.029235396483333162
3.6734693877551017 0.08092708293020648
3.7551020408163263 -0.12137492563423614
3.836734693877551 -0.13008449464119864
3.9183673469387754 0.05385186785097543
4.0 0.031099663976322182
